,IRN,ORGANIZATION NAME,GRADE SPAN,Address,ORG PHONE,Latitude,Longitude
202,4697,C H Campbell Elementary School,K-4,"300 Moreland Dr, Canfield, Ohio, 44406",(330) 533-5959,41.0344347,-80.77348529999998
203,9647,Eastmont Elementary School,"K-6,P","1480 Edendale Rd, Dayton, Ohio, 45432",(937) 542-4490,39.73739920000001,-84.11242320000002
204,11536,Fernway Elementary School,K-4,"17420 Fernway Rd, Shaker Heights, Ohio, 44120",(216) 295-4040,41.4709562,-81.5573288
205,232,Adrian Elementary School,K-3,"1071 Homestead Rd, South Euclid, Ohio, 44121",(216) 691-2170,41.531023,-81.52613699999998
206,1123,Lakeside High School,9-12,"6600 Sanborn Rd, Ashtabula, Ohio, 44004",(440) 993-2522,41.84373,-80.819577
207,3400,Ballard Brady Middle School,6-8,"32000 Chagrin Blvd, Pepper Pike, Ohio, 44124",(216) 831-8600,41.456301,-81.450813
208,4085,Buckeye Central High School,9-12,"938 S Kibler St, New Washington, Ohio, 44854",(419) 492-2266,40.951189,-82.84687699999998
209,4580,Liberty Elementary School,K-5,"1932 Whetstone River Rd N, Caledonia, Ohio, 43314",(740) 725-5600,40.626421,-82.96513399999998
210,10033,Edison Elementary School,"K-6,P","228 N Broadway St, Dayton, Ohio, 45402",(937) 542-4540,39.7580925,-84.2141001
211,12310,Franklin High School,9-12,"750 E 4th St, Franklin, Ohio, 45005",(937) 743-8610,39.5537677,-84.2872926
212,687,Anderson High School,9-12,"7560 Forest Rd, Cincinnati, Ohio, 45255",(513) 232-2772,39.06943,-84.34749240000002
213,1578,Warren Middle School,5-8,"70 Warrior Dr, Vincent, Ohio, 45784",(740) 678-2395,39.398996200000006,-81.6649008
214,2964,Miami Trace Middle School,6-8,"3818 State Route 41 NW, Washington Court House, Ohio, 43160",(740) 333-4900,39.5953588,-83.5126719
215,5637,Alfred Benesch,"P,K-8","5393 Quincy Ave, Cleveland, Ohio, 44104",(216) 838-1300,41.4937331,-81.65242479999998
216,6528,Claymont High School,9-12,"4205 Indian Hill Rd SE, Uhrichsville, Ohio, 44683",(740) 922-3471,40.41390379999999,-81.36486140000002
217,8805,Dueber Elementary School,"K-2,P","815 Dueber Ave SW, Canton, Ohio, 44706",(330) 580-3517,40.7942091,-81.39453990000001
218,9985,Edison Elementary School,K-5,"5288 Karen Isle Dr, Willoughby, Ohio, 44094",(440) 942-2099,41.61911,-81.43549399999998
219,10983,Crestview Middle School,5-8,"44100 Crestview Rd Ste C, Columbiana, Ohio, 44408",(330) 482-4648,40.84539880000001,-80.66877590000001
220,1461,Baker Elementary School,3-6,"4095 Sheridan Dr, Vienna, Ohio, 44473",(330) 539-5042,41.223431,-80.67173000000003
221,2352,Gearity Professional Development School,K-5,"2323 Wrenford Rd, University Hts, Ohio, 44118",(216) 371-6515,41.4956469,-81.5259566
222,4747,Jonathan Alder Junior High,7-8,"6440 Kilbury Huber Rd, Plain City, Ohio, 43064",(614) 873-4635,40.0677225,-83.291814
223,5025,Dater Montessori School,"K-6,P","2840 Boudinot Ave, Cincinnati, Ohio, 45238",(513) 363-0900,39.1347767,-84.60296489999998
224,7096,Columbus Grove Elementary School,K-4,"201 W Cross St, Columbus Grove, Ohio, 45830",(419) 659-2631,40.9216636,-84.0560854
225,7302,Coolville Elementary School,K-6,"26461 Main St, Coolville, Ohio, 45723",(740) 667-3121,39.2221193,-81.79486800000002
226,9373,Chesapeake Middle School,5-8,"10335 County Road 1, Chesapeake, Ohio, 45619",(740) 867-3972,38.4228513,-82.4823916
227,10371,Elmhurst Elementary School,K-8,"4530 Elmhurst Rd, Toledo, Ohio, 43613",(419) 671-3550,41.6999191,-83.61401459999998
228,11262,Fairview Elementary School,"K-6,P","2314 Elsmere Ave, Dayton, Ohio, 45406",(937) 542-4590,39.7903856,-84.22931310000001
229,3244,Boulevard Elementary School,K-4,"14900 Drexmore Rd, Shaker Heights, Ohio, 44120",(216) 295-4020,41.481176,-81.57777
230,4135,Buckeye Middle School,6-8,"2950 Parsons Ave, Columbus, Ohio, 43207",(614) 365-5417,39.9027214,-82.98497370000003
231,4630,Camden Primary School,"K-3,P","120 Bloomfield St, Camden, Ohio, 45311",(937) 452-1204,39.6315777,-84.64913849999998
232,7757,Cridersville Elementary School,"K-4,P","501 Reichelderfer Road, Cridersville, Ohio, 45806",(419) 645-3000,40.6491322,-84.1498204
233,737,Massillon Junior High School,7-8,"250 29th St NW, Massillon, Ohio, 44647",(330) 830-3902,40.78762370000001,-81.56276159999999
234,1628,Brookside Intermediate School,3-6,"1812 Harris Rd, Sheffield Village, Ohio, 44054",(440) 949-4233,41.467061,-82.09642199999998
235,2519,Berry Intermediate School,5-6,"23 Oakwood Ave, Lebanon, Ohio, 45036",(513) 934-5700,39.43880770000001,-84.2096818
236,3905,Brown Middle School,6-8,"228 S Scranton St, Ravenna, Ohio, 44266",(330) 296-3849,41.157705,-81.26386020000002
237,5363,Mason Middle School,"7-8,SN","6370 S Mason Montgomery Rd, Mason, Ohio, 45040",(513) 398-9035,39.3459311,-84.3085088
238,8649,Dorr Street Elementary School,K-5,"1205 King Rd, Toledo, Ohio, 43617",(419) 867-5666,41.65276430000001,-83.72393989999998
239,11429,Fassett Junior High  School,7-8,"3025 Starr Ave, Oregon, Ohio, 43616",(419) 693-0455,41.64515460000001,-83.4751908
240,11924,Forest Elementary School,K-5,"413 E Canal St, Troy, Ohio, 45373",(937) 332-6747,40.035914,-84.1998394
241,620,Amesville Elementary School,K-6,"St. Rte. 329, Amesville, Ohio, 45711",(740) 448-2501,39.4004436,-81.955612
242,2196,Belle Haven Elementary School,"K-6,P","4401 Free Pike, Dayton, Ohio, 45416",(937) 542-4220,39.7991706,-84.26287640000002
243,4473,C O Harrison Elementary School,K-5,"585 Neeb Rd, Cincinnati, Ohio, 45233",(513) 922-1485,39.103303,-84.63880879999998
244,8037,Starling PK-8,"P,K-8","145 S Central Ave, Columbus, Ohio, 43222",(614) 365-5945,39.95459779999999,-83.03857099999998
245,8532,Dixie High School,9-12,"300 S Fuls Rd, New Lebanon, Ohio, 45345",(937) 687-1366,39.7418726,-84.40267890000001
246,9423,Urbana Elementary School,K-5,"1673 S Us Highway 68, Urbana, Ohio, 43078",(937) 653-1453,40.086505,-83.75638609999999
247,10421,SPRINGFIELD SCHOOL OF INNOVATION,K-12,"601 Selma Rd, Springfield, Ohio, 45505",(937) 505-4120,39.9133984,-83.80018740000001
248,11312,Fairwood Alternative Elementary School,"K-6,P","726 Fairwood Ave, Columbus, Ohio, 43205",(614) 365-6111,39.9521334,-82.95292839999998
249,12492,Fremont Middle School,6-8,"1250 North St, Fremont, Ohio, 43420",(419) 332-5569,41.3617168,-83.12603840000001
250,1966,Beavercreek High School,9-12,"2660 Dayton Xenia Rd, Beavercreek, Ohio, 45434",(937) 429-7547,39.7217118,-84.0332145
251,2857,Bloom Carroll Intermediate School,3-5,"200 Market Street, Lithopolis, Ohio, 43136",(614) 837-4044,39.8026766,-82.80965379999998
252,6916,College Corner Union Elementary School,"P,K,1-5,SN","230 Ramsey St, College Corner, Ohio, 45003",(765) 732-3183,39.5716199,-84.81566009999997
253,8987,East Clark,"P,K-8","885 E 146th St, Cleveland, Ohio, 44110",(216) 838-0650,41.555614,-81.57994990000002
254,10876,Arts Impact Middle School (Aims) ,6-8,"680 Jack Gibbs Blvd, Columbus, Ohio, 43215",(614) 365-5558,39.9739148,-82.98637540000001
255,11767,Fishcreek Elementary School,K-4,"5080 Fishcreek Rd, Stow, Ohio, 44224",(330) 689-5460,41.1879247,-81.42734039999998
256,463,Alliance High School,9-12,"400 Glamorgan St, Alliance, Ohio, 44601",(330) 829-2245,40.9111438,-81.1115052
257,1354,Avon East Elementary School,1-2,"3100 Nagle Rd, Avon, Ohio, 44011",(440) 937-6015,41.4459331,-81.9902103
258,3749,Brookfield High School,9-12,"614 Bedford Rd SE, Brookfield, Ohio, 44403",(330) 448-3001,41.2257896,-80.56142229999998
259,6098,Chesapeake High School,9-12,"10181 County Road 1, Chesapeake, Ohio, 45619",(740) 867-5906,38.4227854,-82.48514909999999
260,6304,Chippewa Elementary School,K-4,"8611 Wiese Rd, Brecksville, Ohio, 44141",(440) 740-4200,41.32709810000001,-81.6051334
261,6593,Springboro High School,9-12,"1675 S Main St, Springboro, Ohio, 45066",(937) 748-3950,39.5315519,-84.2450019
262,8375,Demmitt Elementary School,"K-3,P","1010 E National Rd, Vandalia, Ohio, 45377",(937) 415-6500,39.891988,-84.17689519999998
263,11155,Fairlawn Elementary School,"K-5,P","18800 Johnston Rd, Sidney, Ohio, 45365",(937) 492-5930,40.2664553,-84.07697449999998
264,2246,Bellevue High School,"9-12,SN","200 Oakland Ave, Bellevue, Ohio, 44811",(419) 484-5070,41.2816479,-82.8433632
265,3137,Bolton,"P,K-8","9803 Quebec Ave, Cleveland, Ohio, 44106",(216) 838-1200,41.494656,-81.619056
266,3632,Bristol Elementary School,K-6,"1845 State Route 88, Bristolville, Ohio, 44402",(330) 889-2700,41.3868144,-80.8667655
267,4028,Bryan Middle School/High School,6-12,"1000 W Fountain Grove Drive, Bryan, Ohio, 43506",(419) 636-4536,41.4575654,-84.5674214
268,3020,Bluffton Elementary School,K-5,"102 S Jackson St, Bluffton, Ohio, 45817",(419) 358-7951,40.8945821,-83.8929345
269,5868,Chapelfield Elementary School,K-5,"280 Chapelfield Rd, Gahanna, Ohio, 43230",(614) 478-5575,40.0267781,-82.88685759999998
270,6759,Cloverleaf High School,9-12,"8525 Friendsville Rd, Lodi, Ohio, 44254",(330) 948-2500,41.04065860000001,-81.9639696
271,2907,Bloom Carroll Primary School,K-2,"69 S Beaver Street, Carroll, Ohio, 43112",(740) 756-4326,39.7962256,-82.7003153
272,5256,Newton Falls Middle School,4-5,"905 Milton Blvd, Newton Falls, Ohio, 44444",(330) 872-0695,41.1775205,-80.95695140000002
273,5751,Chagrin Falls High School,9-12,"400 E Washington St, Chagrin Falls, Ohio, 44022",(440) 247-2583,41.4292662,-81.3796157
274,9928,Edgewood Elementary School,K-4,"203 Grove St, Marysville, Ohio, 43040",(937) 642-7801,40.2350248,-83.38202729999998
275,10926,Fairbanks High School,9-12,"11158 State Route 38, Milford Center, Ohio, 43045",(937) 349-3721,40.1615231,-83.39171540000002
276,11817,Fairborn Primary School,"K-3,P","4 W Dayton Yellow Springs Rd, Fairborn, Ohio, 45324",,39.791312100000006,-84.0261611
277,513,Columbus Scioto 6-12,6-12,"2951 S High St, Columbus, Ohio, 43207",(614) 365-5030,39.901558,-82.997692
278,1198,Seneca East High School,9-12,"13343 E US Highway 224, Attica, Ohio, 44807",(419) 426-3312,41.07886370000001,-82.91542439999998
279,1404,Avondale Elementary School,K-4,"3933 Eaton Rd NW, Canton, Ohio, 44708",(330) 491-3720,40.8314881,-81.4195058
280,1693,Batavia Elementary School,"K-5,P","3 Bulldog Pl, Batavia, Ohio, 45103",(513) 732-0780,39.0754517,-84.12494939999998
281,2584,Bethel-Tate Middle School,6-8,"649 W Plane St, Bethel, Ohio, 45106",(513) 734-2271,38.9644509,-84.09417599999998
282,3475,Brecksville-Broadview Heights Middle School,5-8,"6376 Mill Rd, Broadview Heights, Ohio, 44147",(440) 740-4400,41.329373800000006,-81.642606
283,3970,Brunswick High School,9-12,"3581 Center Rd, Brunswick, Ohio, 44212",(330) 273-0490,41.2420617,-81.816942
284,4366,Burton Elementary School,"K-6,P","13724 Carlton St, Burton, Ohio, 44021",(440) 834-4616,41.4686856,-81.1488206
285,4861,Cardington-Lincoln High School,9-12,"349 Chesterville Ave, Cardington, Ohio, 43315",(419) 864-2691,40.4947631,-82.8820637
286,6643,Cleveland Elementary School,"K-6,P","1102 Pursell Ave, Dayton, Ohio, 45420",(937) 542-4340,39.7451501,-84.1502297
287,7039,Columbia Middle School,5-8,"13646 W River Rd, Columbia Station, Ohio, 44028",(440) 236-5741,41.3160515,-81.92717429999998
288,7534,Covington High School,9-12,"807 Chestnut St, Covington, Ohio, 45318",(937) 473-3746,40.1191699,-84.34200600000001
289,8920,E A Powell Elementary School,K-6,"500 N Main St, North Baltimore, Ohio, 45872",(419) 257-2124,41.1873937,-83.67803719999998
290,10314,Martins Ferry Middle School,5-8,"5000 Ayers Limestone Rd, Martins Ferry, Ohio, 43935",(740) 633-9741,40.1107802,-80.72701719999998
291,11205,Fairmount Early Childhood Center,P,"24601 Fairmount Blvd, Beachwood, Ohio, 44122",(216) 292-2344,41.4873091,-81.5029761
292,11494,Felicity-Franklin Local  Elementary School,"H,P,K,1-4","105 Market St, Felicity, Ohio, 45120",(513) 362-5421,38.8354209,-84.09830199999998
293,11700,Firestone Park Elementary School,K-5,"1479 Girard St, Akron, Ohio, 44301",(330) 773-1308,41.0426554,-81.51569350000003
294,190,Buckeye West Elementary School,"K-6,P","243 N Mill St, Adena, Ohio, 43901",(740) 546-3413,40.2209666,-80.8707436
295,1081,Ashland High School,9-12,"1440 King Rd, Ashland, Ohio, 44805",(419) 289-7968,40.85453560000001,-82.3253498
296,968,Arlington Elementary School,K-8,"707 Woodsdale Ave, Toledo, Ohio, 43609",(419) 671-2550,41.6263357,-83.5861911
297,1859,Beacon Elementary School,K-5,"3600 Lacon Rd, Hilliard, Ohio, 43026",(614) 921-5200,40.0259414,-83.1332359
298,6809,Wellston Intermediate School,3-5,"225 Golden Rocket Dr, Wellston, Ohio, 45692",(740) 384-2060,39.1364571,-82.5359548
299,10769,Eastern High School,9-12,"11557 US Highway 62, Winchester, Ohio, 45697",(937) 695-9913,38.9550697,-83.73827870000002
300,356,Genoa Elementary,K-5,"2820 N Genoa Clay Center Rd, Genoa, Ohio, 43430",(419) 855-7741,41.5654008,-83.35853759999998
301,851,Apple Creek Elementary School,"K-6,P","173 W Main St, Apple Creek, Ohio, 44606",(330) 698-3111,40.7509726,-81.8385808
302,5801,Champion Central Elementary School,K-4,"5976 Mahoning Ave NW Ste B, Warren, Ohio, 44483",(330) 847-2315,41.31661629999999,-80.84926209999998
303,8763,Indian Hill Elementary School,3-5,"6100 Drake Rd, Cincinnati, Ohio, 45243",(513) 272-4703,39.1767745,-84.34460920000002
304,9159,Prospect Elementary School,K-3,"700 E Prospect St, Girard, Ohio, 44420",(330) 545-3854,41.15837,-80.68771199999998
305,10157,Elda Elementary School,K-4,"3980 Hamilton Cleves Rd, Hamilton, Ohio, 45013",(513) 738-1972,39.3196203,-84.6403375
306,10652,Erieview Elementary School,K-4,"32630 Electric Blvd, Avon Lake, Ohio, 44012",(440) 933-6282,41.5113074,-82.0121874
307,1743,Bath Elementary School,K-5,"2450 Bible Rd, Lima, Ohio, 45801",(419) 221-1837,40.7744989,-84.0595041
308,2139,Bellaire High School,9-12,"349 35th St, Bellaire, Ohio, 43906",(740) 676-3652,40.0175061,-80.74214190000002
309,2634,Betty Jane Community Learning Center,K-5,"444 Darrow Rd, Akron, Ohio, 44305",(330) 794-4117,41.0759598,-81.44298640000002
310,4416,Butler High School,9-12,"600 S Dixie Dr, Vandalia, Ohio, 45377",(937) 415-6300,39.8845888,-84.19738840000002
311,4911,Carlisle High School,9-12,"250 Jamaica Rd, Carlisle, Ohio, 45005",(937) 746-4481,39.58801830000001,-84.3224733
312,7260,Continental Local Elementary School,K-6,"5211 State Route 634, Continental, Ohio, 45831",(419) 596-3860,41.1068795,-84.26400029999998
313,8151,David Smith Elementary School,K-5,"355 N Liberty St, Delaware, Ohio, 43015",(740) 833-1350,40.31018710000001,-83.07262920000002
314,11049,Fairfield High School,10-12,"8800 Holden Blvd, Fairfield, Ohio, 45014",(513) 942-2999,39.336669,-84.5180408
315,12435,Fredericksburg Elementary School,K-8,"160 W Clay St, Fredericksburg, Ohio, 44627",(330) 695-2741,40.6756208,-81.87145389999998
316,1131,Ashville Elementary School,K-5,"90 Walnut St, Ashville, Ohio, 43103",(740) 983-5000,39.7154993,-82.9477448
317,2022,Bedford High School,9-12,"481 Northfield Rd, Bedford, Ohio, 44146",(440) 786-3522,41.403548,-81.526911
318,9043,East Knox Junior/Senior High School,7-12,"23227 Coshocton Rd, Howard, Ohio, 43028",(740) 599-7000,40.4093109,-82.32940769999998
319,10041,Edison High School,9-12,"2603 State Route 113 E, Milan, Ohio, 44846",(419) 499-4652,41.3009226,-82.57384770000002
320,10819,Euclid High School,8-12,"711 E 222nd St, Euclid, Ohio, 44123",(216) 797-7800,41.5965807,-81.52553890000002
321,406,Allen Elementary School,"K-2,P","1326 Sherrick Rd SE, Canton, Ohio, 44707",(330) 453-2782,40.78443789999999,-81.36426
322,901,Arcanum Elementary School,K-4,"2011 Trojan Ave, Arcanum, Ohio, 45304",(937) 692-5174,39.9953422,-84.54883620000003
323,3368,Bradford Elementary School,K-5,"740 Railroad Ave, Bradford, Ohio, 45308",(937) 448-2811,40.141276,-84.43277459999999
324,3863,Brookville High School,9-12,"1 Blue Pride Drive, Brookville, Ohio, 45309",(937) 833-6761,39.82824229999999,-84.420385
325,4754,W. S. Stinson Elementary School,3-5,"8454 Erie Ave NW, Canal Fulton, Ohio, 44614",(330) 854-4646,40.9006245,-81.60630549999998
326,7427,Coshocton High School,7-12,"1205 Cambridge Rd, Coshocton, Ohio, 43812",(740) 622-9433,40.2582311,-81.8456308
327,8318,Delhi Middle School,6-8,"5280 Foley Rd, Cincinnati, Ohio, 45238",(513) 922-8400,39.1046098,-84.61512420000003
328,8813,Dunbar Elementary School,K-2,"731 Dunbar Rd, Tallmadge, Ohio, 44278",(330) 633-4515,41.08027209999999,-81.4055427
329,9498,East Community Learning Center,7-12,"80 Brittain Rd, Akron, Ohio, 44305",(330) 761-7920,41.0640144,-81.46789199999998
330,9704,Eastview Elementary School,K-4,"1262 Eastview Dr, Mansfield, Ohio, 44905",(419) 589-7335,40.7931667,-82.4580916
331,10207,Miami East Elementary,K-5,"4025 North State Route 589, Casstown, Ohio, 45312",(937) 335-5439,40.087454,-84.11426600000001
332,10702,Coventry Middle School,5-8,"3257 Cormany Rd, Akron, Ohio, 44319",(330) 644-2232,41.0098703,-81.54846690000002
333,10991,Fairfield Freshman High School,9-11,"8790 N Gilmore Rd, Fairfield, Ohio, 45014",(513) 829-8300,39.338145,-84.51832320000003
334,83,Sandusky Middle School,7-8,"318 Columbus Ave, Sandusky, Ohio, 44870",(419) 984-1180,41.4541264,-82.70980139999998
335,3251,Boulevard Elementary School,K-5,"1749 Lee Rd, Cleveland Heights, Ohio, 44118",(216) 371-7140,41.5122714,-81.56624099999998
336,7310,Copley High School,9-12,"3807 Ridgewood Rd, Copley, Ohio, 44321",(330) 664-4822,41.112801,-81.649346
337,8201,Primary Elementary School,"K-2,P","478 Portland Way N, Galion, Ohio, 44833",(419) 468-4010,40.7396309,-82.8006758
338,8490,Dike School of Arts,"P,K-8","2501 E 61st St, Cleveland, Ohio, 44104",(216) 838-9150,41.4907618,-81.6470444
339,9381,Celina Primary School,K-2,"615 E Wayne St, Celina, Ohio, 45822",(419) 586-8300,40.5528667,-84.5662553
340,4143,Buckeye Valley Local High School,9-12,"901 Coover Rd, Delaware, Ohio, 43015",(740) 363-1349,40.348691,-83.091603
341,6379,Clarendon Elementary School,3-5,"412 Clarendon Ave NW, Canton, Ohio, 44708",(330) 453-7681,40.8034835,-81.40304189999998
342,6874,Colerain Elementary School,"K-5,P","499 E Weisheimer Rd, Columbus, Ohio, 43214",(614) 365-6001,40.0541933,-83.00685260000002
343,745,Anna Elementary School,K-5,"607 N Pike St, Anna, Ohio, 45302",(937) 394-2011,40.401433,-84.1754437
344,2527,Berwick Alternative K-8 School,"P,K-8","2655 Scottwood Rd, Columbus, Ohio, 43209",(614) 365-6140,39.9390507,-82.92435619999998
345,4598,Caledonia Elementary School,K-6,"914 Caledonia Ave, Cleveland Heights, Ohio, 44112",(216) 268-6690,41.5352207,-81.5619564
346,4804,Canterbury Elementary School,K-5,"2530 Canterbury Rd, Cleveland Heights, Ohio, 44118",(216) 371-7470,41.4915602,-81.55047259999998
347,5371,Central Elementary School,K-5,"145 Ray Ave NW, New Philadelphia, Ohio, 44663",(330) 364-0700,40.4935684,-81.44631
348,11932,Forest Hill Community Learning Center,K-5,"850 Damon St, Akron, Ohio, 44310",(330) 761-1645,41.09901560000001,-81.4944493
349,12328,Franklin Heights High School,9-12,"1001 Demorest Rd, Columbus, Ohio, 43204",(614) 801-3200,39.9326276,-83.09188379999998
350,1024,Arrowhead Primary Elementary School,K-4,"1600 Raleigh Blvd, Copley, Ohio, 44321",(330) 664-4885,41.091079,-81.63909
351,3301,Bowsher High School,9-12,"2200 Arlington Avenue, Toledo, Ohio, 43614",(419) 671-2000,41.624538,-83.5985032
352,3590,Buckeye North Elementary School,"K-6,P","1004 3rd St, Brilliant, Ohio, 43913",(740) 598-4589,40.2613118,-80.6327865
353,4481,C R Towslee Elementary School,K-5,"3555 Center Rd, Brunswick, Ohio, 44212",(330) 273-0487,41.2393174,-81.8134694
354,8045,Danbury Elementary School,K-4,"9451 E Harbor Rd, Lakeside Marblehead, Ohio, 43440",(419) 798-4081,41.536318,-82.754286
355,8540,Joshua Dixon Elementary School,"K-4,P","333 N Middle St, Columbiana, Ohio, 44408",(330) 482-5355,40.8945166,-80.6976481
356,9431,East Elementary School,K-6,"3 Wallace Dr, Athens, Ohio, 45701",(740) 593-6901,39.3346962,-82.0945845
357,3756,Brookfield Middle School,5-8,"614 Bedford Rd SE, Brookfield, Ohio, 44403",(330) 448-3003,41.2257896,-80.56142229999998
358,6429,Clark School,K-8,"5550 Clark Ave, Cleveland, Ohio, 44102",(216) 838-7300,41.4705078,-81.723948
359,7815,Croghan Elementary School,K-5,"1110 Chestnut St, Fremont, Ohio, 43420",(419) 332-1511,41.3468622,-83.0954008
360,8706,Dover Avenue Elementary School,4-5,"125 W 13th St, Dover, Ohio, 44622",(330) 364-7117,40.5327144,-81.48569350000002
361,8995,East Clinton High School,9-12,"174 Larrick Rd, Sabina, Ohio, 45169",(937) 584-2474,39.418323,-83.648484
362,9886,Edgerton Elementary School,"K-6,P","111 E River St, Edgerton, Ohio, 43517",(419) 298-2332,41.45573599999999,-84.74640989999997
363,10884,Evergreen High School,9-12,"14544 County Road 6, Metamora, Ohio, 43540",(419) 644-2951,41.680245,-83.973045
364,471,Sharpsburg Primary ,"K-2,P","4321 Forest Ave, Norwood, Ohio, 45212",(513) 924-2650,39.1561686,-84.4494179
365,1362,Avon Early Learning Center,"K,P","3075 Stoney Ridge Rd, Avon, Ohio, 44011",(440) 934-5124,41.4449531,-82.0272483
366,2253,Bellevue Middle School,6-8,"1035 Castalia St, Bellevue, Ohio, 44811",(419) 484-5060,41.28563060000001,-82.8383978
367,6312,Chippewa Jr./Sr. High School,7-12,"466 South Portage, Doylestown, Ohio, 44230",(330) 658-2011,40.9651188,-81.7051283
368,7203,Conneaut Elementary School,K-5,"542 Haskins Rd, Bowling Green, Ohio, 43402",(419) 354-0300,41.37986,-83.66235400000002
369,7492,Covedale School,K-6,"5130 Sidney Rd, Cincinnati, Ohio, 45238",(513) 363-1700,39.1242787,-84.6071412
370,8383,Denison,K-8,"3799 W 33rd St, Cleveland, Ohio, 44109",(216) 838-3250,41.451638,-81.70417499999998
371,9274,East Elementary School,2-3,"325 Betscher Ave, Dover, Ohio, 44622",(330) 364-7114,40.529538,-81.46836390000001
372,10272,Ellet High School,9-12,"309 Woolf Ave, Akron, Ohio, 44312",(330) 794-4120,41.0532797,-81.43295010000001
373,11163,Fairlawn High School,6-12,"18800 Johnston Rd, Sidney, Ohio, 45365",(937) 492-5930,40.2664553,-84.07697449999998
374,3640,Bristol High School,7-12,"1845 State Route 88, Bristolville, Ohio, 44402",(330) 889-2621,41.3868144,-80.8667655
375,5876,Chardon High School,8-12,"151 Chardon Ave, Chardon, Ohio, 44024",(440) 285-4057,41.591074,-81.199946
376,7658,Crestview High School,9-12,"44100 Crestview Rd Ste B, Columbiana, Ohio, 44408",(330) 482-4744,40.84539880000001,-80.66877590000001
377,638,Amherst Elementary School,K-5,"8750 Jane St NW, Massillon, Ohio, 44646",(330) 830-8024,40.8353669,-81.51463880000001
378,3806,Brook Park Memorial Elementary School,"K-4,P","16900 Holland Rd, Brook Park, Ohio, 44142",(216) 433-1350,41.396311,-81.818502
379,5264,Perry Elementary School,K-4,"1 Learning Ln, Perry, Ohio, 44081",(440) 259-9600,41.7734623,-81.13628829999998
380,6650,Brookwood Elementary School,K-6,"1325 Stahlheber Rd, Hamilton, Ohio, 45013",(513) 868-5590,39.419375,-84.606241
381,9936,Edgewood High School,9-12,"2428 Blake Rd, Ashtabula, Ohio, 44004",(440) 997-5301,41.8858812,-80.7309697
382,10439,Elmwood High School,9-12,"7650 Jerry City Rd, Bloomdale, Ohio, 44817",(419) 655-2583,41.255188,-83.5520465
383,1412,Ayersville Elementary School,K-4,"28046 Watson Rd, Defiance, Ohio, 43512",(419) 395-1111,41.2374156,-84.2843468
384,2097,Belden Elementary School,3-5,"2115 Georgetown Rd NE, Canton, Ohio, 44704",(330) 453-6902,40.7972156,-81.34828929999998
385,2303,Belmont High School,7-12,"2615 Wayne Ave, Dayton, Ohio, 45420",(937) 542-6460,39.7382414,-84.1561893
386,7542,Cox Elementary School,K-5,"506 Dayton Ave, Xenia, Ohio, 45385",(937) 372-9201,39.686508,-83.94519799999998
387,8433,Patrick Henry High School,9-12,"6900 State Route 18, Hamler, Ohio, 43524",(419) 274-3015,41.22599,-83.9960838
388,9324,Fort Recovery Middle School,6-8,"865 Sharpsburg Rd, Fort Recovery, Ohio, 45846",(419) 375-2815,40.407706,-84.7712933
389,976,Arlington Local Elementary School,K-6,"336 S Main St, Arlington, Ohio, 45814",(419) 365-5121,40.889062,-83.6522985
390,2758,Birmingham Elementary School,K-8,"2222 Bakewell St, Toledo, Ohio, 43605",(419) 671-7700,41.6626128,-83.4950652
391,5926,Charles L Warstler Elementary School,K-4,"2500 Schneider St NE, Canton, Ohio, 44721",(330) 491-3770,40.865696,-81.33766
392,7997,Dalton Elementary School,"K-4,P","250 N Church St, Dalton, Ohio, 44618",(330) 828-2707,40.8046042,-81.69828620000001
393,8888,Dunloe Elementary School,K-5,"3200 Dunloe Rd, Columbus, Ohio, 43232",(614) 833-2008,39.9112309,-82.857817
394,9779,Eastwood I High School,9-12,"4900 Sugar Ridge Rd, Pemberville, Ohio, 43450",(419) 833-3611,41.4277011,-83.4901203
395,10777,Etna Elementary School,4-5,"8500 Columbia Rd SW, Pataskala, Ohio, 43062",(740) 927-5906,39.9651612,-82.6966185
396,11668,Finneytown Secondary Campus  ,6-12,"8916 Fontainebleau Ter, Cincinnati, Ohio, 45231",(513) 931-0712,39.229156,-84.51559
397,364,Allen East High School,9-12,"9105 Harding Hwy, Harrod, Ohio, 45850",(419) 648-3333,40.73379600000001,-83.93127299999998
398,1255,Oakwood Elementary School,"K-6,P","309 N 1st St, Oakwood, Ohio, 45873",(419) 594-3346,41.09654000000001,-84.380263
399,1750,Bath High School,9-12,"2850 Bible Rd, Lima, Ohio, 45801",(419) 221-0366,40.77300959999999,-84.0522585
400,6494,Clay High School,9-12,"5665 Seaman St, Oregon, Ohio, 43616",(419) 693-0665,41.6529445,-83.41271689999998
401,6700,Northwest Primary School,K-2,"8436 Erie Ave NW, Canal Fulton, Ohio, 44614",(330) 854-5405,40.9006245,-81.60630549999998
402,9167,Mississinawa Valley Elementary School,K-6,"10480 Staudt Rd, Union City, Ohio, 45390",(937) 968-4464,40.22180510000001,-84.7468401
403,10660,North Royalton High School,9-12,"14713 Ridge Rd, North Royalton, Ohio, 44133",(440) 582-7801,41.30908669999999,-81.73340309999998
404,11056,Fairfield Local High School,9-12,"11611 State Route 771, Leesburg, Ohio, 45135",(937) 780-2966,39.3288078,-83.5466597
